Ticket #,date_time, $ ,Customer Name,job_name_clean,job code,material_clean,final_direction,Year,Truck #_clean,tax_exempt,id_truck,id_mat,material,id_cust,Trucksize
170516,2026-01-07T15:08:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV7,N,56,4.0,#304 Recycled Concrete,106,Axle 4_5
170517,2026-01-07T15:09:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170518,2026-01-07T15:09:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DEV3,N,52,4.0,#304 Recycled Concrete,106,Axle 4_5
170519,2026-01-07T15:10:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,broken concrete,IN,2026,MID902,N,110,11.0,Broken Concrete,87,Axle 1
170520,2026-01-07T15:10:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID902,N,110,3.0,#304 Limestone,87,Axle 1
170521,2026-01-07T15:18:00,$325.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken asphalt,IN,2026,ME7207,Y,125,10.0,Broken Asphalt,50,Semi
170522,2026-01-07T15:44:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID909,N,113,3.0,#304 Limestone,87,Axle 1
170523,2026-01-07T15:45:00,$275.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken asphalt,IN,2026,ME7190,Y,124,10.0,Broken Asphalt,50,Axle 4_5
170524,2026-01-07T15:46:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID900,N,108,18.0,Other Clean Hard Fill,87,Axle 1
170525,2026-01-07T15:46:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID900,N,108,3.0,#304 Limestone,87,Axle 1
170526,2026-01-07T16:18:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV7,N,56,18.0,Other Clean Hard Fill,106,Axle 4_5
170527,2026-01-07T16:18:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV5,N,54,18.0,Other Clean Hard Fill,106,Axle 4_5
170528,2026-01-07T16:24:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DEV3,N,52,18.0,Other Clean Hard Fill,106,Axle 4_5
170529,2026-01-08T07:59:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170530,2026-01-08T08:16:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL09,N,162,18.0,Other Clean Hard Fill,121,Axle 4_5
170531,2026-01-08T08:18:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID909,N,113,18.0,Other Clean Hard Fill,87,Axle 1
170532,2026-01-08T08:29:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,JEFF333,N,212,18.0,Other Clean Hard Fill,121,Axle 4_5
170533,2026-01-08T08:44:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,10FP,N,213,18.0,Other Clean Hard Fill,106,Axle 4_5
170534,2026-01-08T08:45:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC36,N,40,18.0,Other Clean Hard Fill,106,Axle 4_5
170535,2026-01-08T09:00:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170536,2026-01-08T09:20:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID900,N,108,18.0,Other Clean Hard Fill,87,Axle 1
170537,2026-01-08T09:23:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE111,N,207,18.0,Other Clean Hard Fill,88,TriAxle
170538,2026-01-08T09:32:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL09,N,162,18.0,Other Clean Hard Fill,121,Axle 4_5
170539,2026-01-08T09:37:00,$275.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,broken asphalt,IN,2026,DEV10,Y,48,10.0,Broken Asphalt,106,Axle 4_5
170540,2026-01-08T09:40:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID909,N,113,18.0,Other Clean Hard Fill,87,Axle 1
170541,2026-01-08T09:40:00,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,sand screened,OUT,2026,MID909,N,113,21.0,Sand Screened,87,Axle 1
170542,2026-01-08T09:50:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,10FP,N,213,18.0,Other Clean Hard Fill,106,Axle 4_5
170543,2026-01-08T09:51:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,10FP,N,213,4.0,#304 Recycled Concrete,106,Axle 4_5
170544,2026-01-08T09:55:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,JEFF333,N,212,18.0,Other Clean Hard Fill,121,Axle 4_5
170545,2026-01-08T09:56:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC36,N,40,18.0,Other Clean Hard Fill,106,Axle 4_5
170546,2026-01-08T09:56:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DC36,N,40,4.0,#304 Recycled Concrete,106,Axle 4_5
170547,2026-01-08T10:11:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,50,Axle 4_5
170548,2026-01-08T10:12:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170549,2026-01-08T10:12:00,$275.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken asphalt,IN,2026,DEV7,Y,56,10.0,Broken Asphalt,50,Axle 4_5
170550,2026-01-08T10:20:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE111,N,207,18.0,Other Clean Hard Fill,88,TriAxle
170551,2026-01-08T10:44:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID902,N,110,18.0,Other Clean Hard Fill,87,Axle 1
170552,2026-01-08T10:48:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL09,N,162,18.0,Other Clean Hard Fill,121,Axle 4_5
170553,2026-01-08T10:48:00,$275.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken asphalt,IN,2026,DEV5,Y,54,10.0,Broken Asphalt,50,Axle 4_5
170554,2026-01-08T10:52:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,11FP,Y,214,11.0,Broken Concrete,50,Axle 4_5
170555,2026-01-08T10:59:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,50,Axle 4_5
170556,2026-01-08T10:59:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV7,Y,56,11.0,Broken Concrete,50,Axle 4_5
170557,2026-01-08T11:02:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,10FP,N,213,18.0,Other Clean Hard Fill,106,Axle 4_5
170558,2026-01-08T11:04:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC36,N,40,18.0,Other Clean Hard Fill,106,Axle 4_5
170559,2026-01-08T11:04:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DC36,N,40,4.0,#304 Recycled Concrete,106,Axle 4_5
170560,2026-01-08T11:14:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170561,2026-01-08T11:20:00,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,sand screened,OUT,2026,MID902,N,110,21.0,Sand Screened,87,Axle 1
170562,2026-01-08T11:21:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,JEFF333,N,212,18.0,Other Clean Hard Fill,121,Axle 4_5
170563,2026-01-08T11:24:00,$165.00 ,Petty Group LLC,W. 26th Apartments (2743),2743,other clean hard fill,IN,2026,DEV10,Y,48,18.0,Other Clean Hard Fill,106,Axle 4_5
170564,2026-01-08T11:41:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV5,Y,54,11.0,Broken Concrete,50,Axle 4_5
170565,2026-01-08T11:50:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,11FP,Y,214,11.0,Broken Concrete,50,Axle 4_5
170566,2026-01-08T11:56:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,50,Axle 4_5
170567,2026-01-08T12:00:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV7,Y,56,11.0,Broken Concrete,50,Axle 4_5
170568,2026-01-08T12:06:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,10FP,N,213,18.0,Other Clean Hard Fill,106,Axle 4_5
170569,2026-01-08T12:18:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID902,N,110,3.0,#304 Limestone,87,Axle 1
170570,2026-01-08T12:20:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170571,2026-01-08T12:21:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DC33,N,38,4.0,#304 Recycled Concrete,106,Axle 4_5
170572,2026-01-08T12:22:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC36,N,40,18.0,Other Clean Hard Fill,106,Axle 4_5
170573,2026-01-08T12:24:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL09,N,162,18.0,Other Clean Hard Fill,121,Axle 4_5
170574,2026-01-08T12:27:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE111,N,207,18.0,Other Clean Hard Fill,88,TriAxle
170575,2026-01-08T12:33:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV5,Y,54,11.0,Broken Concrete,50,Axle 4_5
170576,2026-01-08T12:40:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV10,Y,48,11.0,Broken Concrete,50,Axle 4_5
170577,2026-01-08T12:44:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,11FP,Y,214,11.0,Broken Concrete,50,Axle 4_5
170578,2026-01-08T12:51:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,50,Axle 4_5
170579,2026-01-08T12:56:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV7,Y,56,11.0,Broken Concrete,50,Axle 4_5
170580,2026-01-08T13:02:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID902,N,110,3.0,#304 Limestone,87,Axle 1
170581,2026-01-08T13:04:00,$195.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,ME7207,Y,125,11.0,Broken Concrete,50,Semi
170582,2026-01-08T13:17:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DON08,Y,208,11.0,Broken Concrete,50,Axle 4_5
170583,2026-01-08T13:18:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,10FP,N,213,18.0,Other Clean Hard Fill,106,Axle 4_5
170584,2026-01-08T13:19:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC36,N,40,18.0,Other Clean Hard Fill,106,Axle 4_5
170585,2026-01-08T13:19:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DC36,N,40,4.0,#304 Recycled Concrete,106,Axle 4_5
170586,2026-01-08T13:28:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170587,2026-01-08T13:28:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,DC33,N,38,4.0,#304 Recycled Concrete,106,Axle 4_5
170588,2026-01-08T13:29:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV5,Y,54,11.0,Broken Concrete,50,Axle 4_5
170589,2026-01-08T13:43:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV10,Y,48,11.0,Broken Concrete,50,Axle 4_5
170590,2026-01-08T13:44:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,11FP,Y,214,11.0,Broken Concrete,50,Axle 4_5
170591,2026-01-08T13:45:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,50,Axle 4_5
170592,2026-01-08T13:54:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL09,N,162,18.0,Other Clean Hard Fill,121,Axle 4_5
170593,2026-01-08T13:54:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV7,Y,56,11.0,Broken Concrete,50,Axle 4_5
170594,2026-01-08T14:07:00,$195.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,ME7207,Y,125,11.0,Broken Concrete,50,Semi
170595,2026-01-08T14:08:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DON08,Y,208,11.0,Broken Concrete,50,Axle 4_5
170596,2026-01-08T14:10:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,JEFF333,N,212,18.0,Other Clean Hard Fill,121,Axle 4_5
170597,2026-01-08T14:35:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV5,Y,54,11.0,Broken Concrete,50,Axle 4_5
170598,2026-01-08T14:40:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV10,Y,48,11.0,Broken Concrete,50,Axle 4_5
170599,2026-01-08T14:46:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,10FP,N,213,18.0,Other Clean Hard Fill,106,Axle 4_5
170600,2026-01-08T14:46:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,11FP,Y,214,11.0,Broken Concrete,50,Axle 4_5
170601,2026-01-08T14:50:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,50,Axle 4_5
170602,2026-01-08T14:52:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC36,N,40,18.0,Other Clean Hard Fill,106,Axle 4_5
170603,2026-01-08T14:56:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170604,2026-01-08T14:56:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL09,N,162,18.0,Other Clean Hard Fill,121,Axle 4_5
170605,2026-01-08T14:59:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV7,Y,56,11.0,Broken Concrete,50,Axle 4_5
170606,2026-01-08T14:59:00,$275.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,#304 recycled concrete,OUT,2026,10FP,N,213,4.0,#304 Recycled Concrete,106,Axle 4_5
170607,2026-01-08T15:18:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID902,N,110,3.0,#304 Limestone,87,Axle 1
170608,2026-01-08T15:35:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID909,N,113,3.0,#304 Limestone,87,Axle 1
170609,2026-01-08T15:47:00,$195.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,ME7207,Y,125,11.0,Broken Concrete,50,Semi
170610,2026-01-08T15:48:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DON08,Y,208,11.0,Broken Concrete,50,Axle 4_5
170611,2026-01-08T15:58:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV5,Y,54,11.0,Broken Concrete,50,Axle 4_5
170612,2026-01-08T16:03:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV10,Y,48,11.0,Broken Concrete,50,Axle 4_5
170613,2026-01-08T16:04:00,$165.00 ,Petty Group LLC,Woodhill Roads PH1 (2720),2720,other clean hard fill,IN,2026,DC33,N,38,18.0,Other Clean Hard Fill,106,Axle 4_5
170614,2026-01-08T16:09:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV7,Y,56,11.0,Broken Concrete,50,Axle 4_5
170615,2026-01-08T16:10:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,50,Axle 4_5
170616,2026-01-08T16:58:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV5,Y,54,11.0,Broken Concrete,50,Axle 4_5
170617,2026-01-08T16:58:00,$195.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,ME7207,Y,125,11.0,Broken Concrete,50,Semi
170618,2026-01-08T17:04:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV10,Y,48,11.0,Broken Concrete,50,Axle 4_5
170619,2026-01-08T17:04:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,50,Axle 4_5
170620,2026-01-08T17:36:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DON08,Y,208,11.0,Broken Concrete,50,Axle 4_5
170621,2026-01-08T17:47:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV5,Y,54,11.0,Broken Concrete,50,Axle 4_5
170622,2026-01-08T17:53:00,$195.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,ME7207,Y,125,11.0,Broken Concrete,50,Semi
170623,2026-01-08T17:58:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV7,Y,56,11.0,Broken Concrete,50,Axle 4_5
170624,2026-01-08T18:05:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV3,Y,52,11.0,Broken Concrete,50,Axle 4_5
170625,2026-01-08T18:20:00,$165.00 ,Eagle Abatement,Heritage-Hanna Cottage (15341),15341,broken concrete,IN,2026,DEV10,Y,48,11.0,Broken Concrete,50,Axle 4_5
170626,2026-01-09T08:02:00,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,sand screened,OUT,2026,MID909,N,113,21.0,Sand Screened,87,Axle 1
170627,2026-01-09T08:11:00,$120.00 ,"North Coast Concrete, Inc.",Wamelink Ave. - Woodhill Station,Wamelink Ave. - Woodhill Station,other clean hard fill,IN,2026,SEITZ03,N,215,18.0,Other Clean Hard Fill,95,TriAxle
170628,2026-01-09T08:17:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL10,N,163,18.0,Other Clean Hard Fill,121,Axle 4_5
170629,2026-01-09T08:21:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
170630,2026-01-09T08:21:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL12,N,164,18.0,Other Clean Hard Fill,121,Axle 4_5
170631,2026-01-09T08:26:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE111,N,207,18.0,Other Clean Hard Fill,88,TriAxle
170632,2026-01-09T08:51:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL14,N,216,18.0,Other Clean Hard Fill,121,Axle 4_5
170633,2026-01-09T09:02:00,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,sand screened,OUT,2026,MID909,N,113,21.0,Sand Screened,87,Axle 1
170634,2026-01-09T09:14:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID902,N,110,18.0,Other Clean Hard Fill,87,Axle 1
170635,2026-01-09T09:15:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID900,N,108,18.0,Other Clean Hard Fill,87,Axle 1
170636,2026-01-09T09:16:00,$120.00 ,"North Coast Concrete, Inc.",Wamelink Ave. - Woodhill Station,Wamelink Ave. - Woodhill Station,other clean hard fill,IN,2026,SEITZ03,N,215,18.0,Other Clean Hard Fill,95,TriAxle
170637,2026-01-09T09:17:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL10,N,163,18.0,Other Clean Hard Fill,121,Axle 4_5
170638,2026-01-09T09:28:00,$165.00 ,Shook Construction Co. ,Bedford - Solon Rd.,Bedford - Solon Rd.,other clean hard fill,IN,2026,RL21,N,209,18.0,Other Clean Hard Fill,121,Axle 4_5
170639,2026-01-09T09:42:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE108,N,205,18.0,Other Clean Hard Fill,88,TriAxle
170640,2026-01-09T09:52:00,$350.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,#304 limestone,OUT,2026,MID909,N,113,3.0,#304 Limestone,87,Axle 1
170641,2026-01-09T10:20:00,$120.00 ,"North Coast Concrete, Inc.",Wamelink Ave. - Woodhill Station,Wamelink Ave. - Woodhill Station,other clean hard fill,IN,2026,SEITZ03,N,215,18.0,Other Clean Hard Fill,95,TriAxle
170642,2026-01-09T10:36:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID902,N,110,18.0,Other Clean Hard Fill,87,Axle 1
170643,2026-01-09T10:46:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID900,N,108,18.0,Other Clean Hard Fill,87,Axle 1
170644,2026-01-09T10:47:00,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,sand screened,OUT,2026,MID900,N,108,21.0,Sand Screened,87,Axle 1
170645,2026-01-09T11:25:00,$120.00 ,Mike Coates Construction Co.,RTA,RTA,other clean hard fill,IN,2026,MIKE111,N,207,18.0,Other Clean Hard Fill,88,TriAxle
170646,2026-01-09T11:37:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID902,N,110,18.0,Other Clean Hard Fill,87,Axle 1
170647,2026-01-09T11:44:00,$120.00 ,"North Coast Concrete, Inc.",Wamelink Ave. - Woodhill Station,Wamelink Ave. - Woodhill Station,other clean hard fill,IN,2026,SEITZ03,N,215,18.0,Other Clean Hard Fill,95,TriAxle
170648,2026-01-09T12:16:00,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,sand screened,OUT,2026,MID909,N,113,21.0,Sand Screened,87,Axle 1
170649,2026-01-09T13:22:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,other clean hard fill,IN,2026,MID902,N,110,18.0,Other Clean Hard Fill,87,Axle 1
170650,2026-01-09T14:36:00,$90.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,sand screened,OUT,2026,MID909,N,113,21.0,Sand Screened,87,Axle 1
170651,2026-01-12T08:29:00,$75.00 ,"Middleton Mechanical, LLC",Parkview Dr.,Parkview Dr.,broken concrete,IN,2026,MID902,N,110,11.0,Broken Concrete,87,Axle 1
