id,ticket_number,ticket_year,ticket_sequence,direction,created_at,job_id,job_code_snapshot,job_name_snapshot,customer_snapshot,truck_id,truck_number_snapshot,material_id,material_name_snapshot,quantity,unit,notes,pdf_path,pdf_blob,tax_exempt,cost,active,modified_to_id
2796,DT-2026-000124,2026,124,IN,2026-01-07T10:46:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,48.0,DEV10,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2797,DT-2026-000125,2026,125,IN,2026-01-07T10:52:00,,Credit- CMG Contracting- Meadow Park,Credit- CMG Contracting- Meadow Park,Credit Card Sales,210.0,CMG969,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2798,DT-2026-000126,2026,126,IN,2026-01-07T11:12:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2799,DT-2026-000127,2026,127,IN,2026-01-07T11:18:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2800,DT-2026-000128,2026,128,IN,2026-01-07T11:21:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2801,DT-2026-000129,2026,129,IN,2026-01-07T11:36:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2802,DT-2026-000130,2026,130,IN,2026-01-07T12:10:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2803,DT-2026-000131,2026,131,IN,2026-01-07T12:23:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2804,DT-2026-000132,2026,132,IN,2026-01-07T12:46:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,48.0,DEV10,20.0,bulk sand (pre-screened) IN,1.0,Load,,,,Y,66.0,True,
2805,DT-2026-000133,2026,133,IN,2026-01-07T12:48:00,,Credit - Badger - Parma,Credit - Badger - Parma,Credit Card Sales,211.0,BADHYD,23.0,Slop,1.0,Load,,,,N,500.0,True,
2806,DT-2026-000134,2026,134,IN,2026-01-07T13:18:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2807,DT-2026-000135,2026,135,IN,2026-01-07T13:18:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2808,DT-2026-000136,2026,136,OUT,2026-01-07T13:19:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2809,DT-2026-000137,2026,137,OUT,2026-01-07T13:19:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2810,DT-2026-000138,2026,138,IN,2026-01-07T15:07:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2811,DT-2026-000139,2026,139,IN,2026-01-07T15:07:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2812,DT-2026-000140,2026,140,OUT,2026-01-07T15:08:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2813,DT-2026-000141,2026,141,OUT,2026-01-07T15:08:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2814,DT-2026-000142,2026,142,IN,2026-01-07T15:09:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2815,DT-2026-000143,2026,143,OUT,2026-01-07T15:09:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2816,DT-2026-000144,2026,144,IN,2026-01-07T15:10:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,11.0,Broken Concrete,1.0,Load,,,,N,75.0,True,
2817,DT-2026-000145,2026,145,OUT,2026-01-07T15:10:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2818,DT-2026-000146,2026,146,IN,2026-01-07T15:18:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,125.0,ME7207,10.0,Broken Asphalt (or material mixed asphalt),1.0,Load,,,,Y,325.0,True,
2819,DT-2026-000147,2026,147,OUT,2026-01-07T15:44:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2820,DT-2026-000148,2026,148,IN,2026-01-07T15:45:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,124.0,ME7190,10.0,Broken Asphalt (or material mixed asphalt),1.0,Load,,,,Y,275.0,True,
2821,DT-2026-000149,2026,149,IN,2026-01-07T15:46:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",108.0,MID900,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2822,DT-2026-000150,2026,150,OUT,2026-01-07T15:46:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",108.0,MID900,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2823,DT-2026-000151,2026,151,IN,2026-01-07T16:18:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,56.0,DEV7,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2824,DT-2026-000152,2026,152,IN,2026-01-07T16:18:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,54.0,DEV5,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2825,DT-2026-000153,2026,153,IN,2026-01-07T16:24:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,52.0,DEV3,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2826,DT-2026-000154,2026,154,IN,2026-01-08T07:59:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2827,DT-2026-000155,2026,155,IN,2026-01-08T08:16:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2828,DT-2026-000156,2026,156,IN,2026-01-08T08:18:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2829,DT-2026-000157,2026,157,IN,2026-01-08T08:29:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,212.0,JEFF333,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2830,DT-2026-000158,2026,158,IN,2026-01-08T08:44:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,213.0,10FP,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2831,DT-2026-000159,2026,159,IN,2026-01-08T08:45:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,40.0,DC36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2832,DT-2026-000160,2026,160,IN,2026-01-08T09:00:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2833,DT-2026-000161,2026,161,IN,2026-01-08T09:20:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",108.0,MID900,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2834,DT-2026-000162,2026,162,IN,2026-01-08T09:23:00,,RTA,RTA,Mike Coates Construction Co.,207.0,MIKE111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2835,DT-2026-000163,2026,163,IN,2026-01-08T09:32:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2836,DT-2026-000164,2026,164,IN,2026-01-08T09:37:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,48.0,DEV10,10.0,Broken Asphalt (or material mixed asphalt),1.0,Load,,,,Y,275.0,True,
2837,DT-2026-000165,2026,165,IN,2026-01-08T09:40:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2838,DT-2026-000166,2026,166,OUT,2026-01-08T09:40:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2839,DT-2026-000167,2026,167,IN,2026-01-08T09:50:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,213.0,10FP,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2840,DT-2026-000168,2026,168,OUT,2026-01-08T09:51:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,213.0,10FP,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2841,DT-2026-000169,2026,169,IN,2026-01-08T09:55:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,212.0,JEFF333,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2842,DT-2026-000170,2026,170,IN,2026-01-08T09:56:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,40.0,DC36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2843,DT-2026-000171,2026,171,OUT,2026-01-08T09:56:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,40.0,DC36,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2844,DT-2026-000172,2026,172,IN,2026-01-08T10:11:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,52.0,DEV3,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2845,DT-2026-000173,2026,173,IN,2026-01-08T10:12:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2846,DT-2026-000174,2026,174,IN,2026-01-08T10:12:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,56.0,DEV7,10.0,Broken Asphalt (or material mixed asphalt),1.0,Load,,,,Y,275.0,True,
2847,DT-2026-000175,2026,175,IN,2026-01-08T10:20:00,,RTA,RTA,Mike Coates Construction Co.,207.0,MIKE111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2848,DT-2026-000176,2026,176,IN,2026-01-08T10:44:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,75.0,True,
2849,DT-2026-000177,2026,177,IN,2026-01-08T10:48:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2850,DT-2026-000178,2026,178,IN,2026-01-08T10:48:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,54.0,DEV5,10.0,Broken Asphalt (or material mixed asphalt),1.0,Load,,,,Y,275.0,True,
2851,DT-2026-000179,2026,179,IN,2026-01-08T10:52:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,214.0,11FP,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2852,DT-2026-000180,2026,180,IN,2026-01-08T10:59:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,52.0,DEV3,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2853,DT-2026-000181,2026,181,IN,2026-01-08T10:59:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,56.0,DEV7,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2854,DT-2026-000182,2026,182,IN,2026-01-08T11:02:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,213.0,10FP,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2855,DT-2026-000183,2026,183,IN,2026-01-08T11:04:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,40.0,DC36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2856,DT-2026-000184,2026,184,OUT,2026-01-08T11:04:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,40.0,DC36,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2857,DT-2026-000185,2026,185,IN,2026-01-08T11:14:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2858,DT-2026-000186,2026,186,OUT,2026-01-08T11:20:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,21.0,sand (screened),1.0,Load,,,,N,90.0,True,
2859,DT-2026-000187,2026,187,IN,2026-01-08T11:21:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,212.0,JEFF333,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2860,DT-2026-000188,2026,188,IN,2026-01-08T11:24:00,3614.0,2743,West 26th Apartments (2743),Petty Group LLC,48.0,DEV10,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,Y,165.0,True,
2861,DT-2026-000189,2026,189,IN,2026-01-08T11:41:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,54.0,DEV5,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2862,DT-2026-000190,2026,190,IN,2026-01-08T11:50:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,214.0,11FP,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2863,DT-2026-000191,2026,191,IN,2026-01-08T11:56:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,52.0,DEV3,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2864,DT-2026-000192,2026,192,IN,2026-01-08T12:00:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,56.0,DEV7,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2865,DT-2026-000193,2026,193,IN,2026-01-08T12:06:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,213.0,10FP,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2866,DT-2026-000194,2026,194,OUT,2026-01-08T12:18:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2867,DT-2026-000195,2026,195,IN,2026-01-08T12:20:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2868,DT-2026-000196,2026,196,OUT,2026-01-08T12:21:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2869,DT-2026-000197,2026,197,IN,2026-01-08T12:22:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,40.0,DC36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2870,DT-2026-000198,2026,198,IN,2026-01-08T12:24:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2871,DT-2026-000199,2026,199,IN,2026-01-08T12:27:00,,RTA,RTA,Mike Coates Construction Co.,207.0,MIKE111,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,120.0,True,
2872,DT-2026-000200,2026,200,IN,2026-01-08T12:33:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,54.0,DEV5,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2873,DT-2026-000201,2026,201,IN,2026-01-08T12:40:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,48.0,DEV10,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2874,DT-2026-000202,2026,202,IN,2026-01-08T12:44:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,214.0,11FP,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2875,DT-2026-000203,2026,203,IN,2026-01-08T12:51:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,52.0,DEV3,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2876,DT-2026-000204,2026,204,IN,2026-01-08T12:56:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,56.0,DEV7,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2877,DT-2026-000205,2026,205,OUT,2026-01-08T13:02:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2878,DT-2026-000206,2026,206,IN,2026-01-08T13:04:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,125.0,ME7207,11.0,Broken Concrete,1.0,Load,,,,Y,195.0,True,
2879,DT-2026-000207,2026,207,IN,2026-01-08T13:17:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,208.0,DON08,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2880,DT-2026-000208,2026,208,IN,2026-01-08T13:18:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,213.0,10FP,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2881,DT-2026-000209,2026,209,IN,2026-01-08T13:19:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,40.0,DC36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2882,DT-2026-000210,2026,210,OUT,2026-01-08T13:19:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,40.0,DC36,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2883,DT-2026-000211,2026,211,IN,2026-01-08T13:28:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2884,DT-2026-000212,2026,212,OUT,2026-01-08T13:28:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2885,DT-2026-000213,2026,213,IN,2026-01-08T13:29:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,54.0,DEV5,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2886,DT-2026-000214,2026,214,IN,2026-01-08T13:43:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,48.0,DEV10,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2887,DT-2026-000215,2026,215,IN,2026-01-08T13:44:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,214.0,11FP,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2888,DT-2026-000216,2026,216,IN,2026-01-08T13:45:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,52.0,DEV3,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2889,DT-2026-000217,2026,217,IN,2026-01-08T13:54:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2890,DT-2026-000218,2026,218,IN,2026-01-08T13:54:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,56.0,DEV7,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2891,DT-2026-000219,2026,219,IN,2026-01-08T14:07:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,125.0,ME7207,11.0,Broken Concrete,1.0,Load,,,,Y,195.0,True,
2892,DT-2026-000220,2026,220,IN,2026-01-08T14:08:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,208.0,DON08,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2893,DT-2026-000221,2026,221,IN,2026-01-08T14:10:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,212.0,JEFF333,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2894,DT-2026-000222,2026,222,IN,2026-01-08T14:35:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,54.0,DEV5,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2895,DT-2026-000223,2026,223,IN,2026-01-08T14:40:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,48.0,DEV10,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2896,DT-2026-000224,2026,224,IN,2026-01-08T14:46:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,213.0,10FP,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2897,DT-2026-000225,2026,225,IN,2026-01-08T14:46:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,214.0,11FP,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2898,DT-2026-000226,2026,226,IN,2026-01-08T14:50:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,52.0,DEV3,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2899,DT-2026-000227,2026,227,IN,2026-01-08T14:52:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,40.0,DC36,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2900,DT-2026-000228,2026,228,IN,2026-01-08T14:56:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2901,DT-2026-000229,2026,229,IN,2026-01-08T14:56:00,,Bedford - Solon Rd.,Bedford - Solon Rd.,Shook Construction Co.,162.0,RL09,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2902,DT-2026-000230,2026,230,IN,2026-01-08T14:59:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,56.0,DEV7,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2903,DT-2026-000231,2026,231,OUT,2026-01-08T14:59:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,213.0,10FP,4.0,#304 Recycled Concrete,1.0,Load,,,,N,275.0,True,
2904,DT-2026-000232,2026,232,OUT,2026-01-08T15:18:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",110.0,MID902,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2905,DT-2026-000233,2026,233,OUT,2026-01-08T15:35:00,,Parkview Dr.,Parkview Dr.,"Middleton Mechanical, LLC",113.0,MID909,3.0,#304 Limestone,1.0,Load,,,,N,350.0,True,
2906,DT-2026-000234,2026,234,IN,2026-01-08T15:47:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,125.0,ME7207,11.0,Broken Concrete,1.0,Load,,,,Y,195.0,True,
2907,DT-2026-000235,2026,235,IN,2026-01-08T15:48:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,208.0,DON08,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2908,DT-2026-000236,2026,236,IN,2026-01-08T15:58:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,54.0,DEV5,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2909,DT-2026-000237,2026,237,IN,2026-01-08T16:03:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,48.0,DEV10,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2910,DT-2026-000238,2026,238,IN,2026-01-08T16:04:00,3608.0,2720,Woodhill Roads PH1 (2720),Petty Group LLC,38.0,DC33,18.0,other clean hard fill (rubble & mixed material),1.0,Load,,,,N,165.0,True,
2911,DT-2026-000239,2026,239,IN,2026-01-08T16:09:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,56.0,DEV7,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2912,DT-2026-000240,2026,240,IN,2026-01-08T16:10:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,52.0,DEV3,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2913,DT-2026-000241,2026,241,IN,2026-01-08T16:58:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,54.0,DEV5,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
2914,DT-2026-000242,2026,242,IN,2026-01-08T16:58:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,125.0,ME7207,11.0,Broken Concrete,1.0,Load,,,,Y,195.0,True,
2915,DT-2026-000243,2026,243,IN,2026-01-08T17:04:00,4149.0,15341,Heritage-Hanna Cottage (15341),Eagle Abatement,48.0,DEV10,11.0,Broken Concrete,1.0,Load,,,,Y,165.0,True,
